"1975q4",-0.199701275343478,-0.645710730068726,-0.141792991228527
"1976q1",-0.162625822425096,-0.597564892477111,-0.0595517395666452
"1976q2",-0.109627603989208,-0.556928475392117,-0.0336005326600977
"1976q3",-0.0839301530388579,-0.424293720430136,-0.00176152616887112
"1976q4",-0.033604022089398,-0.448888666627185,0.0344949146474265
"1977q1",-0.00653103191283079,-0.411318945067415,0.0694389345996606
"1977q2",0.0337403969962066,-0.376414986970386,0.099229837427893
"1977q3",0.0579917227270152,-0.293627688492655,0.146246192902116
"1977q4",0.0955129550949164,-0.324152910438207,0.151348025405546
"1978q1",0.111928361518932,-0.292545712117782,0.219197858619426
"1978q2",0.138614895087231,-0.250948708466859,0.252672838901088
"1978q3",0.168106458722638,-0.164414459645225,0.289107092712133
"1978q4",0.200238745940773,-0.167826910859744,0.283763516466474
"1979q1",0.230348724164736,-0.10513365942243,0.347122524251433
"1979q2",0.263851278611358,-0.0491620171093169,0.402155120118492
"1979q3",0.297867319407367,0.0202673767232662,0.424480566999307
"1979q4",0.336208617552551,0.041815473637286,0.429139793277945
"1980q1",0.358398475084065,0.0738967711443412,0.485434735754947
"1980q2",0.418748466187264,0.12347344192192,0.533019213669641
"1980q3",0.457348705304447,0.169692817500186,0.572577726149586
"1980q4",0.504778411638183,0.190273033832545,0.600238077132426
"1981q1",0.552646215476685,0.258275930797209,0.641416371803993
"1981q2",0.587597324582793,0.290469654867574,0.669561476556118
"1981q3",0.626903321161391,0.340760971460633,0.71145041655287
"1981q4",0.677900487697826,0.383238853381089,0.743156357161491
"1982q1",0.700534250078424,0.431595405648916,0.764684223283944
"1982q2",0.749168273299866,0.471084161914515,0.798569677755729
"1982q3",0.778472915352863,0.486781961376503,0.808479903158714
"1982q4",0.803818710466849,0.504641062450937,0.817297822884228
"1983q1",0.827379694483243,0.533917865198321,0.830127490794629
"1983q2",0.848350864811045,0.556972336281723,0.837715515100349
"1983q3",0.868538604674894,0.583438589896092,0.859142744048471
"1983q4",0.885768314463235,0.603631005379558,0.851054160817625
"1984q1",0.901586831432049,0.619130644578032,0.876477484402732
"1984q2",0.928108499784488,0.639499220378907,0.888591655370368
"1984q3",0.943695437748233,0.6646594483441,0.899680111286372
"1984q4",0.957924946585505,0.685041371186733,0.896567249882477
"1985q1",0.975275126093803,0.697622542074675,0.908297045159504
"1985q2",0.986506996968565,0.711148570439033,0.919771854513509
"1985q3",1.00175821906179,0.723807860496844,0.930132741152284
"1985q4",1.01137217584106,0.735397968862283,0.937894337816453
"1986q1",1.02725360238738,0.750478015623659,0.942576071403231
"1986q2",1.03762155542225,0.757050347160285,0.956769104012605
"1986q3",1.04445076473676,0.765612477163538,0.96538938358182
"1986q4",1.05185224335647,0.774897391447433,0.957540827855985
"1987q1",1.06050417832581,0.787134626290932,0.963978105469226
"1987q2",1.07330410620738,0.792690515791031,0.961119788620797
"1987q3",1.08092030132763,0.795964592313624,0.977822872909222
"1987q4",1.09252208949493,0.801487934462952,0.998349453770806
"1988q1",1.10236930410228,0.804633505266094,0.999432809431921
"1988q2",1.10917532080361,0.811632184690123,0.999746060076804
"1988q3",1.121904792955,0.827490143424181,1.01913878153095
"1988q4",1.13048624057531,0.851705057354791,1.03357530574426
"1989q1",1.14379045860706,0.860938091200143,1.05976883251409
"1989q2",1.15898658591249,0.893054035180664,1.05637816151244
"1989q3",1.17658219728986,0.903601891385945,1.08464555910374
"1989q4",1.19239119426994,0.922251450924626,1.11361528586492
"1990q1",1.20744183060729,0.941937669821808,1.13867636006518
"1990q2",1.2227618696532,0.956806746160738,1.13472818959376
"1990q3",1.23321787821237,0.971442624417737,1.15339496498227
"1990q4",1.24246590493674,0.986428071149864,1.14505191146661
"1991q1",1.24957264181419,1.00026761725995,1.16050407217588
"1991q2",1.2551501178055,1.01278238642888,1.14980909846474
"1991q3",1.2661692062214,1.01566801549639,1.1681295201759
"1991q4",1.27419383430037,1.02141282318253,1.18386655785667
"1992q1",1.28363933993388,1.02748448972121,1.19327742220589
"1992q2",1.29557048678882,1.03545442887398,1.18941046652371
"1992q3",1.30431965110984,1.0426006657912,1.19654873984853
"1992q4",1.31084838840255,1.05640426438479,1.19630301259842
"1993q1",1.31770348882555,1.06262646384799,1.19014737210963
"1993q2",1.32512308228901,1.05749816747357,1.20105475784988
"1993q3",1.33654796889623,1.06734379395318,1.21245176710019
"1993q4",1.34990358106466,1.0786838811293,1.20491218206137
"1994q1",1.36018998034827,1.08539720290473,1.22871593286132
"1994q2",1.3689039536566,1.0978798527189,1.22571691021
"1994q3",1.38183346223314,1.11201680111653,1.2231357690706
"1994q4",1.39131399498763,1.12333803105506,1.24660466946364
"1995q1",1.40512795880473,1.13820260765445,1.26659352512579
"1995q2",1.42785478046224,1.15448341362638,1.26442236038952
"1995q3",1.44412383248864,1.16606659668998,1.2704563649693
"1995q4",1.46529450047092,1.17834829979764,1.28691782129429
"1996q1",1.47826633294524,1.18994162847618,1.29669153292834
"1996q2",1.49042557842001,1.2104761605978,1.31093393247267
"1996q3",1.5009008957147,1.23322254998201,1.32514426633259
"1996q4",1.51377939323426,1.25498972208854,1.32590589119131
"1997q1",1.52412605072352,1.25913989433427,1.35540598921798
"1997q2",1.54124298879364,1.28734203605394,1.37213745664239
"1997q3",1.55965805245959,1.31089946491977,1.38674098535066
"1997q4",1.5828782652768,1.33428884889031,1.4064093206037
"1998q1",1.55602003501801,1.35235033097584,1.42859062845272
"1998q2",1.57727048133451,1.37907068769675,1.47058856216966
"1998q3",1.59800485401133,1.41325339233509,1.50605815158341
